Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Beae product countdown end at (product.metafields.beae.countdown),Beae product countdown start at (product.metafields.beae.countdown_from),Conservação (product.metafields.custom.conservacao),Descricao Institucional (product.metafields.custom.descricao_institucional),Preço plano anual (product.metafields.custom.preco_plano_anual),Titulo institucional (product.metafields.custom.titulo_institucional),EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Informações sobre alérgenos (product.metafields.shopify.allergen-information),Tipo de chocolate (product.metafields.shopify.chocolate-type),Cor (product.metafields.shopify.color-pattern),Preferências dietéticas (product.metafields.shopify.dietary-preferences),Sabor (product.metafields.shopify.flavor),Tipo de farinha/grão (product.metafields.shopify.flour-grain-type),Ficha técnica do alimento (product.metafields.shopify.food-product-form),Instruções de aquecimento (product.metafields.shopify.heating-instructions),Material (product.metafields.shopify.material),Forma (product.metafields.shopify.shape),Tipo de entrada de chá (product.metafields.shopify.tea-input-type),Produtos complementares (product.metafields.shopify--discovery--product_recommendation.complementary_products),Produtos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products),Configurações de produtos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products_display),Impulsionamentos de produtos na pesquisa (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
ovo-de-pascoa-chocolate-branco-com-recheio-de-brigadeiro-de-pistache-e-mini-trufa-de-chocolate-120g,Ovo de Páscoa chocolate branco com recheio de brigadeiro de Pistache e mini trufa de chocolate. 120g,"<p data-start=""29"" data-end=""306"">Cremoso, elegante e surpreendentemente sofisticado.<br data-start=""80"" data-end=""83"">Este ovo de Páscoa de chocolate branco envolve um recheio delicado de brigadeiro de pistache, finalizado com mini trufas de chocolate que acrescentam profundidade e uma experiência verdadeiramente indulgente a cada mordida.</p>
<p data-start=""308"" data-end=""402"">Perfeito para quem aprecia combinações refinadas e uma Páscoa com mais leveza e exclusividade.</p>
<p data-start=""404"" data-end=""467""><strong data-start=""404"" data-end=""467"">Sem glúten • Sem lactose • Sem açúcar refinado • Sem poliol</strong></p>",Move Gourmet,"Alimentos, bebidas e tabaco > Alimentos > Doces e chocolates > Chocolate",Doce,"Sem açucar, Sem glúten, Sem lactose",true,Title,Default Title,,,,,,,,PRD00817,120.0,shopify,deny,manual,129.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsApp_Image_2026-02-28_at_13.59.13.jpg?v=1772536645,1,Ovo de Páscoa chocolate branco com recheio de brigadeiro de Pistache e mini trufa de chocolate. 120g - Move Gourmet,false,"Ovo de Páscoa Branco, Pistache e Mini Trufas 120g","Ovo de Páscoa de chocolate branco com brigadeiro de pistache e mini trufas de chocolate. Sem glúten, sem lactose e sem açúcar. Peça já.",4748,,,,,,,,,,,,,,"Cremoso e sofisticado, este ovo de chocolate branco traz um recheio delicado de brigadeiro de pistache, finalizado com mini trufas de chocolate que elevam a experiência com mais textura e profundidade de sabor.",,Ovo de Páscoa Chocolate Branco com Brigadeiro de Pistache & Mini Trufas,,,,leite; nozes,chocolate-branco,,sem-gluten; nao-contem-lactose; nao-contem-acucar,chocolate,,,,,,,,,,,,g,,,unlisted
ovo-de-pascoa-chocolate-branco-com-recheio-de-brigadeiro-de-pistache-e-mini-trufa-de-chocolate-120g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsApp_Image_2026-02-28_at_13.59.13_1.jpg?v=1772381716,2,Ovo de Páscoa chocolate branco com recheio de brigadeiro de Pistache e mini trufa de chocolate. 120g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ovo-de-pascoa-chocolate-branco-com-recheio-de-brigadeiro-de-pistache-e-mini-trufa-de-chocolate-120g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsApp_Image_2026-02-28_at_14.04.59.jpg?v=1772536645,3,Ovo de Páscoa chocolate branco com recheio de brigadeiro de Pistache e mini trufa de chocolate. 120g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ovo-de-pascoa-chocolate-branco-com-recheio-de-brigadeiro-de-pistache-e-mini-trufa-de-chocolate-240g,Ovo de Páscoa chocolate branco com recheio de brigadeiro de Pistache e mini trufa de chocolate. 240g,"<p data-start=""29"" data-end=""306"">Cremoso, elegante e surpreendentemente sofisticado.<br data-start=""80"" data-end=""83"">Este ovo de Páscoa de chocolate branco envolve um recheio delicado de brigadeiro de pistache, finalizado com mini trufas de chocolate que acrescentam profundidade e uma experiência verdadeiramente indulgente a cada mordida.</p>
<p data-start=""308"" data-end=""402"">Perfeito para quem aprecia combinações refinadas e uma Páscoa com mais leveza e exclusividade.</p>
<p data-start=""404"" data-end=""467""><strong data-start=""404"" data-end=""467"">Sem glúten • Sem lactose • Sem açúcar refinado • Sem poliol</strong></p>",Move Gourmet,"Alimentos, bebidas e tabaco > Alimentos > Doces e chocolates > Chocolate",Doce,"Sem açucar, Sem glúten, Sem lactose",true,Title,Default Title,,,,,,,,PRD00827,240.0,shopify,deny,manual,197.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsAppImage2026-02-28at13.57.37.jpg?v=1772381463,1,Ovo de Páscoa chocolate branco com recheio de brigadeiro de Pistache e mini trufa de chocolate. 240g - Move Gourmet,false,"Ovo de Páscoa Branco, Pistache e Mini Trufas 240g","Ovo de Páscoa de chocolate branco, 240g, com brigadeiro de pistache e mini trufas de chocolate. Sem glúten, sem lactose e sem açúcar. Peça já.",4748,,,,,,,,,,,,,,"Cremoso e sofisticado, este ovo de chocolate branco traz um recheio delicado de brigadeiro de pistache, finalizado com mini trufas de chocolate que elevam a experiência com mais textura e profundidade de sabor.",,Ovo de Páscoa Chocolate Branco com Brigadeiro de Pistache & Mini Trufas,,,,leite; nozes,chocolate-branco,,sem-gluten; nao-contem-lactose; nao-contem-acucar,chocolate,,,,,,,,,,,,g,,,unlisted
ovo-de-pascoa-chocolate-branco-com-recheio-de-brigadeiro-de-pistache-e-mini-trufa-de-chocolate-240g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsApp_Image_2026-02-28_at_14.05.22.jpg?v=1772536645,2,Ovo de Páscoa chocolate branco com recheio de brigadeiro de Pistache e mini trufa de chocolate. 240g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ovo-de-pascoa-chocolate-branco-com-recheio-de-brigadeiro-branco-e-geleia-de-frutas-vermelhas-120g,Ovo de Páscoa Chocolate Branco com recheio de brigadeiro branco e geleia de frutas vermelhas. 120g,"<p data-start=""0"" data-end=""252"">Delicadeza e contraste em uma criação que encanta no primeiro olhar.<br data-start=""68"" data-end=""71"">Este ovo de Páscoa de chocolate branco revela um recheio cremoso de brigadeiro branco, harmonizado com geleia de frutas vermelhas que traz leve acidez e equilíbrio perfeito ao doce.</p>
<p data-start=""254"" data-end=""364"">Uma combinação pensada para quem aprecia sabores suaves com um toque sofisticado e surpreendente nesta Páscoa.</p>
<p data-start=""366"" data-end=""429""><strong data-start=""366"" data-end=""429"">Sem glúten • Sem lactose • Sem açúcar refinado • Sem poliol</strong></p>",Move Gourmet,"Alimentos, bebidas e tabaco > Alimentos > Doces e chocolates > Chocolate",Doce,"Sem açucar, Sem glúten, Sem lactose",true,Title,Default Title,,,,,,,,PRD00530,120.0,shopify,deny,manual,119.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsApp_Image_2026-02-28_at_13.56.17.jpg?v=1772536645,1,Ovo de Páscoa Chocolate Branco com recheio de brigadeiro branco e geleia de frutas vermelhas. 120g - Move Gourmet,false,"Ovo de Páscoa Branco, Brigadeiro e Frutas Vermelhas 120g","Ovo de Páscoa de chocolate branco com brigadeiro branco e geleia de frutas vermelhas. Sem glúten, sem lactose e sem açúcar. Peça já.",4748,,,,,,,,,,,,,,"Este ovo de Páscoa de chocolate branco traz um recheio cremoso de brigadeiro branco, harmonizado com geleia de frutas vermelhas que adiciona leve acidez e equilíbrio ao doce. Uma combinação sofisticada para quem aprecia sabores suaves com um toque surpreendente.",,Ovo de Páscoa Chocolate Branco com Brigadeiro Branco & Geleia de Frutas Vermelhas,,,,leite; soja,chocolate-branco,,sem-gluten; nao-contem-lactose; nao-contem-adocantes-artificiais,chocolate; caramelo,,,,,,,,,,,,g,,,unlisted
ovo-de-pascoa-chocolate-branco-com-recheio-de-brigadeiro-branco-e-geleia-de-frutas-vermelhas-120g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsApp_Image_2026-02-28_at_13.56.17_1.jpg?v=1772536645,2,Ovo de Páscoa Chocolate Branco com recheio de brigadeiro branco e geleia de frutas vermelhas. 120g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ovo-de-pascoa-chocolate-branco-com-recheio-de-brigadeiro-branco-e-geleia-de-frutas-vermelhas-120g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsApp_Image_2026-02-28_at_14.04.59.jpg?v=1772536645,3,Ovo de Páscoa chocolate branco com recheio de brigadeiro de Pistache e mini trufa de chocolate. 120g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ovo-de-pascoa-chocolate-branco-com-recheio-de-brigadeiro-branco-e-geleia-de-frutas-vermelhas-240g,Ovo de Páscoa Chocolate Branco com recheio de brigadeiro branco e geleia de frutas vermelhas. 240g,"<p data-start=""0"" data-end=""252"">Delicadeza e contraste em uma criação que encanta no primeiro olhar.<br data-start=""68"" data-end=""71"">Este ovo de Páscoa de chocolate branco revela um recheio cremoso de brigadeiro branco, harmonizado com geleia de frutas vermelhas que traz leve acidez e equilíbrio perfeito ao doce.</p>
<p data-start=""254"" data-end=""364"">Uma combinação pensada para quem aprecia sabores suaves com um toque sofisticado e surpreendente nesta Páscoa.</p>
<p data-start=""366"" data-end=""429""><strong data-start=""366"" data-end=""429"">Sem glúten • Sem lactose • Sem açúcar refinado • Sem poliol</strong></p>",Move Gourmet,"Alimentos, bebidas e tabaco > Alimentos > Doces e chocolates > Chocolate",Doce,"Sem açucar, Sem glúten, Sem lactose",true,Title,Default Title,,,,,,,,PRD00531,240.0,shopify,deny,manual,189.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsAppImage2026-02-28at13.55.56.jpg?v=1772536646,1,Ovo de Páscoa Chocolate Branco com recheio de brigadeiro branco e geleia de frutas vermelhas. 240g - Move Gourmet,false,"Ovo de Páscoa Branco, Brigadeiro e Frutas Vermelhas 240g","Ovo de Páscoa de chocolate branco, 240g, com brigadeiro branco e geleia de frutas vermelhas. Sem glúten, sem lactose e sem açúcar. Peça já.",4748,,,,,,,,,,,,,,"Este ovo de Páscoa de chocolate branco traz um recheio cremoso de brigadeiro branco, harmonizado com geleia de frutas vermelhas que adiciona leve acidez e equilíbrio ao doce. Uma combinação sofisticada para quem aprecia sabores suaves com um toque surpreendente.",,Ovo de Páscoa Chocolate Branco com Brigadeiro Branco & Geleia de Frutas Vermelhas,,,,leite; soja,chocolate-branco,,sem-gluten; nao-contem-lactose; nao-contem-adocantes-artificiais,chocolate; caramelo,,,,,,,,,,,,g,,,unlisted
ovo-de-pascoa-chocolate-branco-com-recheio-de-brigadeiro-branco-e-geleia-de-frutas-vermelhas-240g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsApp_Image_2026-02-28_at_14.05.22.jpg?v=1772536645,2,Ovo de Páscoa chocolate branco com recheio de brigadeiro de Pistache e mini trufa de chocolate. 240g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ovo-de-pascoa-de-chocolate-recheado-de-brigadeiro-meio-amargo-e-mini-trufa-de-chocolate-120,Ovo de Páscoa de Chocolate recheado de brigadeiro meio amargo e mini trufa de chocolate 120g,"<p data-start=""148"" data-end=""391"">Intenso, elegante e irresistivelmente cremoso.<br data-start=""194"" data-end=""197"">Este ovo de Páscoa traz a riqueza do chocolate combinada a um brigadeiro meio amargo de sabor profundo, finalizado com mini trufas que elevam a experiência com camadas de textura e sofisticação.</p>
<p data-start=""393"" data-end=""499"">Uma escolha pensada para quem aprecia chocolates menos doces e uma indulgência mais refinada nesta Páscoa.</p>
<p data-start=""501"" data-end=""563""><strong data-start=""501"" data-end=""563"">Sem glúten, sem lactose, sem açúcar refinado e sem poliol.</strong></p>",Move Gourmet,"Alimentos, bebidas e tabaco > Alimentos > Doces e chocolates > Chocolate",Doce,"Sem açucar, Sem glúten, Sem lactose",true,Title,Default Title,,,,,,,,PRD00553,120.0,shopify,deny,manual,110.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsApp_Image_2026-02-28_at_13.54.55.jpg?v=1772380158,1,Ovo de Páscoa de Chocolate recheado de brigadeiro meio amargo e mini trufa de chocolate 120g - Move Gourmet,false,Ovo de Páscoa Brigadeiro Meio Amargo 120g Sem Lactose,"Ovo de Páscoa de chocolate 120g com brigadeiro meio amargo e mini trufas. Sem glúten, sem lactose e sem açúcar, para quem prefere menos doce.",4748,,,,,,,,,,,,,,"Elegância em forma de chocolate. Este ovo de Páscoa combina a intensidade do chocolate com um brigadeiro meio amargo de textura aveludada, finalizado com mini trufas que adicionam camadas de sabor e sofisticação. Ideal para quem prefere doces menos açucarados e uma experiência mais refinada nesta Páscoa.",,Ovo de Chocolate com Brigadeiro Meio Amargo & Mini Trufas,,,,leite; soja,chocolate-amargo; chocolate-ao-leite,,sem-gluten; nao-contem-lactose; nao-contem-acucar,chocolate,,,,,,,,,,,,g,,,unlisted
ovo-de-pascoa-de-chocolate-recheado-de-brigadeiro-meio-amargo-e-mini-trufa-de-chocolate-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsApp_Image_2026-02-28_at_13.54.55_1.jpg?v=1772536647,2,Ovo de Páscoa de Chocolate recheado de brigadeiro meio amargo e mini trufa de chocolate 120g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ovo-de-pascoa-de-chocolate-recheado-de-brigadeiro-meio-amargo-e-mini-trufa-de-chocolate-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/WhatsApp_Image_2026-02-28_at_14.04.59.jpg?v=1772536645,3,Ovo de Páscoa chocolate branco com recheio de brigadeiro de Pistache e mini trufa de chocolate. 120g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
